T,P,rho_L,rho_V,u_L,u_V,h_L,h_V,s_L,s_V
267.87761235271137,2720327.913061048,933.0000740307188,72.85216638130493,151216.58302817633,362267.7411955856,154132.26116023544,399608.1258153507,674.2040467988586,1590.577246108623
268.12849547541975,2738539.640171366,931.8034278371855,73.3963743880669,151728.62783577983,362246.4080056142,154667.5949594872,399558.05538606853,676.128658130878,1589.4611258059945
268.3793785981281,2756840.0358322323,930.603277541331,73.94451979060955,152241.34046908838,362224.0583540069,155203.76291307108,399506.6053722151,678.0541303840434,1588.3433028802797
268.6302617208364,2775229.380664271,929.399589256549,74.49664008362971,152754.7272933729,362200.682681738,155740.77270671807,399453.7638616249,679.9804880158637,1587.2237360166278
268.88114484354475,2793707.9562479923,928.1923285439302,75.05277334911071,153268.79477480703,362176.27128080826,156278.63214399817,399399.51875832584,681.9077558322064,1586.102383372169
269.1320279662531,2812276.0451400364,926.981460399485,75.61295826954563,153783.54948279596,362150.8142909233,156817.34914900287,399343.8577784538,683.835958995619,1584.9792025632767
269.38291108896146,2830933.93088976,925.7669492409905,76.17723414154214,154298.99809237284,362124.3016960751,157356.93176910497,399286.7684460454,685.7651230338946,1583.8541506524466
269.6337942116698,2849681.8980561723,924.5487588944504,76.7456408898218,154815.1473866638,362096.72332102474,157897.38817779714,399228.2380887136,687.6952738488831,1582.7271841348222
269.8846773343781,2868520.232225283,923.3268525801507,77.31821908162974,155332.00425942897,362068.0688276835,158438.72667761648,399168.253833197,689.6264377255712,1581.5982589243142
270.13556045708646,2887449.220027801,922.1011928983012,77.8950099415671,155849.5757176763,362038.32771138765,158980.95570315508,399106.80260077806,691.5586413414228,1580.4673303393276
270.3864435797948,2906469.14915724,920.871741814247,78.47605536686295,156367.86888435332,362007.48929706303,159524.08382415707,399043.87110256986,693.4919117759994,1579.3343530880663
270.6373267025032,2925580.308388432,919.6384606432279,79.06139794310158,156886.89100112245,361975.5427352767,160068.11974871324,398979.4458346616,695.4262765208787,1578.1992812534088
270.8882098252115,2944782.9875964294,918.4013100346773,79.65108096042016,157406.6494312179,361942.47699817055,160613.07232654802,398913.5130731201,697.3617634898616,1577.0620682773367
271.13909294791983,2964077.4777758787,917.1602499560364,80.24514843019729,157927.15166239193,361908.2808752721,161158.95055240925,398846.0588688444,699.2984010295031,1575.9226669448938
271.38997607062817,2983464.0710607874,915.9152396760719,80.84364510224677,158448.40530995053,361872.94296918047,161705.7635695597,398777.0690422621,701.236217929958,1574.7810293676714
271.6408591933365,3002943.0607447745,914.6662377476763,81.44661648253864,158970.41811988203,361836.4516911184,162253.5206733767,398706.529177868,703.1752434361631,1573.6371069667866
271.8917423160449,3022514.7413017675,913.4132019901296,82.0541088514651,159493.19797208358,361798.79525635036,162802.23131506174,398634.42461859406,705.115507259365,1572.4908504553448
272.1426254387532,3042179.4084071307,912.1560894708001,82.66616928267177,160016.75288369128,361759.96167945885,163351.9051054696,398560.74046000914,707.0570395890227,1571.3422098203737
272.39350856146154,3061937.3589593973,910.8948564862727,83.28284566247974,160541.09101251062,361719.93876947276,163902.55181905266,398485.461544337,708.9998711050641,1570.19113430418
272.6443916841699,3081788.8911023983,909.6294585428715,83.90418670991487,161066.22066055884,361678.71412484534,164454.18139793316,398408.5724542894,710.9440329905485,1569.0375723851455
272.8952748068782,3101734.3042479367,908.3598503365561,84.53024199737186,161592.1502777205,361636.27512827277,165006.80395610433,398330.0575067069,712.8895569447272,1567.8814717579103
273.1461579295866,3121773.8990990077,907.0859857321697,85.16106197193692,162118.8884655202,361592.6089413497,165560.42978376616,398249.90074599773,714.836475196531,1566.722779312937
273.3970410522949,3141907.9776735385,905.8078177420147,85.7966979773936,162646.44398101672,361547.7024990534,166115.06935179993,398168.08593736915,716.7848205184823,1565.561441115422
273.64792417500325,3162136.8433287395,904.5252985037237,86.43720227694146,163174.82574082594,361501.54250405065,166670.73331639043,398084.5965598422,718.7346262410806,1564.3974023835308
273.8988072977116,3182460.800785991,903.2383792574027,87.08262807665189,163704.04282527335,361454.1154208214,167227.4325237963,397999.41579904064,720.6859262676386,1563.2306074659364
274.1496904204199,3202880.156156335,901.9470103220145,87.73302954969347,164234.10448268757,361405.40746959054,167785.17801528107,397912.52653974836,722.6387550896327,1562.0609998186253
274.4005735431283,3223395.2169665936,900.6511410709714,88.38846186135696,164765.02013383352,361355.4046200601,168343.9810322049,397823.91135822126,724.5931478025491,1560.8885219809433
274.65145666583663,3244006.2921860903,899.3507199069089,89.048981194911,165296.79937649635,361304.092584935,168903.8530212878,397733.55251424725,726.5491401222707,1559.713115550853
274.90233978854496,3264713.692254068,898.0456942355991,89.71464477832554,165829.45199022046,361251.4568132332,169464.80564005108,397641.4319429435,728.5067684020195,1558.5347211593737
275.1532229112533,3285517.72910774,896.7360104389765,90.385510911895,166362.987941209,361197.482483371,170026.85076244146,397547.53124627896,730.4660696498745,1557.3532784441575
275.4041060339616,3306418.716211049,895.4216138472361,91.0616389968006,166897.4173873914,361142.15449601604,170590.0004846487,397451.83168431284,732.4270815468882,1556.1687260221838
275.65498915667,3327416.968584145,894.1024487099623,91.7430895646509,167432.75068366737,361085.45746669563,171154.26713112264,397354.3141661348,734.3898424658419,1554.9810014615173
275.90587227937834,3348512.802833569,892.7784581662511,92.42992430803999,167968.99838733158,361027.3757181526,171719.66326080018,397254.9592404979,736.3543914906418,1553.7900412521083
